,State,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,prcp,tmax
0,AK,2016.0,285.2857142857143,236.7142857142857,39.714285714285715,5.428571428571429,3.4285714285714284,0.0,0.0,88.42857142857143,53.14285714285714,24.142857142857146,0.0,0.5714285714285714,105.71428571428572,0.2857142857142857,150.42857142857142,28.285714285714285,31.12732429476255,42.93196781763326
1,AL,2016.0,278.22222222222223,219.11111111111111,57.5,1.3333333333333333,0.2777777777777778,0.0,0.0,111.44444444444444,54.77777777777778,39.388888888888886,0.0,0.8888888888888888,156.11111111111111,0.5555555555555556,117.33333333333331,3.333333333333333,34.456708009249525,77.35727292403146
2,AR,2016.0,274.72727272727275,242.0,32.36363636363637,0.18181818181818185,0.18181818181818185,0.0,0.0,91.45454545454544,51.72727272727273,33.54545454545455,0.0,2.363636363636364,165.54545454545453,22.363636363636363,84.45454545454545,0.0,37.86759271059003,73.36937665989689
3,AZ,2016.0,363.6923076923077,237.3076923076923,106.53846153846152,16.923076923076927,2.6153846153846154,0.15384615384615385,0.07692307692307693,234.6923076923077,70.61538461538461,45.69230769230769,0.0,2.6153846153846154,192.84615384615384,20.46153846153846,36.769230769230774,111.0,11.473593285825176,73.80154423942102
4,CA,2016.0,351.81481481481484,214.44444444444446,108.77777777777777,22.962962962962962,4.62962962962963,0.4074074074074074,0.1851851851851852,270.75925925925924,82.75925925925925,46.46296296296296,0.0,4.407407407407407,221.27777777777774,0.0,109.98148148148148,16.14814814814815,24.10327640082268,71.03390842897693
5,CO,2016.0,288.125,227.40625,58.0,2.5,0.1875,0.03125,0.0,103.65625,53.84375,35.1875,0.03125,8.59375,195.3125,0.59375,24.6875,58.90625,12.98331817105542,58.004920426914715
6,CT,2016.0,316.125,245.125,60.5,8.5,2.0,0.0,0.0,164.625,70.0,40.25,0.0,11.5,220.0,0.0,84.625,0.0,27.317348861106357,62.37614574187884
7,DE,2016.0,365.33333333333326,276.0,84.33333333333333,4.666666666666667,0.3333333333333333,0.0,0.0,139.66666666666666,65.33333333333333,41.333333333333336,0.0,4.666666666666667,271.3333333333333,0.3333333333333333,89.0,0.0,35.131477272727274,64.98063545150501
8,FL,2016.0,357.0256410256411,313.35897435897436,43.153846153846146,0.4358974358974359,0.07692307692307693,0.0,0.0,95.58974358974359,51.5897435897436,37.12820512820513,0.05128205128205128,1.051282051282051,242.15384615384616,4.871794871794871,97.51282051282051,11.384615384615385,42.608488691069155,83.08545788105795
9,GA,2016.0,286.5625,224.78125,58.34375,2.96875,0.46875,0.0,0.0,129.75,57.90625,38.5,0.0,1.46875,128.8125,4.09375,152.1875,0.0,31.26935970254128,76.72828789093826
10,HI,2016.0,364.0,264.5,21.5,32.25,45.25,0.25,0.25,145.25,77.5,54.25,0.0,14.75,70.25,89.25,184.5,5.25,45.73589264549308,78.86575800484172
11,IA,2016.0,294.7894736842105,233.31578947368425,60.842105263157904,0.5263157894736842,0.10526315789473684,0.0,0.0,97.94736842105264,53.0,34.10526315789474,0.0,0.42105263157894735,88.47368421052632,14.473684210526313,164.73684210526315,26.684210526315788,31.336911019784,60.7300987045034
12,ID,2016.0,324.0,279.0,41.52380952380953,3.1904761904761907,0.2857142857142857,0.0,0.0,104.8095238095238,51.14285714285714,23.619047619047624,0.0,1.1428571428571428,31.380952380952376,20.80952380952381,264.6666666666667,6.0,18.44844221105528,56.691447494720684
13,IL,2016.0,326.77777777777777,274.44444444444446,49.0,3.2592592592592586,0.07407407407407407,0.0,0.0,109.5925925925926,51.88888888888889,32.629629629629626,0.0,3.2592592592592586,199.14814814814812,55.66666666666666,68.1111111111111,0.5925925925925926,30.43177259740014,63.83902840214621
14,IN,2016.0,283.38095238095235,230.952380952381,49.69047619047619,2.6666666666666665,0.047619047619047616,0.023809523809523808,0.0,110.57142857142857,55.61904761904761,33.357142857142854,0.07142857142857142,1.4761904761904765,125.42857142857143,45.73809523809525,109.8095238095238,0.8571428571428571,34.12770485078453,64.03300067908708
15,KS,2016.0,314.8181818181818,284.72727272727275,29.63636363636364,0.3636363636363637,0.09090909090909093,0.0,0.0,104.72727272727272,48.18181818181818,31.90909090909091,0.0,2.9090909090909087,224.54545454545453,0.18181818181818185,43.90909090909091,43.27272727272727,31.156893499459656,69.91077089708764
16,KY,2016.0,314.92857142857144,255.9642857142857,57.25,1.5714285714285714,0.14285714285714285,0.0,0.0,111.71428571428572,56.464285714285715,39.357142857142854,0.03571428571428571,2.071428571428572,198.92857142857144,8.892857142857142,104.17857142857143,0.8214285714285714,36.74391934991819,68.94930617065249
17,LA,2016.0,329.1363636363636,277.3636363636364,50.5,1.2727272727272727,0.0,0.0,0.0,97.36363636363636,53.31818181818182,37.31818181818182,0.0,3.4545454545454546,219.13636363636363,3.4090909090909087,102.6818181818182,0.4545454545454545,51.532609845080096,78.25179968602825
18,MA,2016.0,363.0,320.0,40.615384615384606,2.230769230769231,0.15384615384615385,0.0,0.0,121.07692307692308,51.92307692307693,35.769230769230774,0.0,7.230769230769232,272.0,0.0,83.69230769230771,0.07692307692307693,26.789239241529756,60.79684138931713
19,MD,2016.0,317.5625,239.0625,72.625,5.375,0.4375,0.0625,0.0,130.9375,67.0625,41.1875,0.0625,12.6875,201.6875,0.0,103.0,0.125,32.86484671373859,66.14961339372371
20,ME,2016.0,333.72727272727275,307.72727272727275,25.45454545454545,0.4545454545454545,0.09090909090909093,0.0,0.0,98.36363636363636,47.90909090909091,31.818181818181817,0.0,8.0,209.63636363636363,4.2727272727272725,110.72727272727272,1.0909090909090908,31.005316605787073,55.07398176291793
21,MI,2016.0,290.32142857142856,239.14285714285717,45.03571428571429,6.071428571428571,0.07142857142857142,0.0,0.0,123.10714285714286,59.85714285714285,34.714285714285715,0.0,0.75,175.85714285714286,17.464285714285715,95.21428571428572,1.0357142857142858,27.475218425006197,57.24531971818425
22,MN,2016.0,335.5,306.2,28.65,0.6,0.05,0.0,0.0,102.55,46.15,28.65,0.05,6.2,153.8,0.3,159.2,15.95,32.08021009827177,54.22031170817995
23,MO,2016.0,298.5217391304348,256.69565217391306,40.21739130434783,1.5217391304347827,0.08695652173913042,0.0,0.0,101.91304347826087,52.21739130434783,34.0,0.0,6.608695652173912,159.91304347826087,33.91304347826087,85.95652173913044,12.130434782608695,29.80066012786073,67.83521238938053
24,MS,2016.0,289.90909090909093,253.9090909090909,35.90909090909091,0.09090909090909093,0.0,0.0,0.0,85.18181818181819,51.54545454545455,36.90909090909091,0.0,5.2727272727272725,177.45454545454547,2.090909090909091,105.0909090909091,0.0,42.01104676244885,77.18630653266332
25,MT,2016.0,310.0526315789473,270.6842105263158,36.31578947368421,2.736842105263158,0.2631578947368421,0.0,0.05263157894736842,116.68421052631581,45.57894736842106,26.684210526315788,0.15789473684210525,1.368421052631579,110.36842105263158,2.736842105263158,170.05263157894737,25.36842105263158,16.396542999605053,55.48176668759476
26,NC,2016.0,294.34210526315786,242.3947368421053,49.89473684210525,1.6052631578947367,0.4473684210526316,0.0,0.0,113.94736842105264,55.73684210526316,36.8421052631579,0.0,0.7894736842105263,182.34210526315792,14.63157894736842,91.07894736842104,5.5,39.089173995829185,71.49169114400918
27,ND,2016.0,363.0,349.6,13.0,0.4,0.0,0.0,0.0,93.7,42.7,30.1,0.0,2.0,273.4,7.5,40.3,39.8,18.96534775129024,55.509918381831085
28,NE,2016.0,213.4,191.3,21.4,0.7,0.0,0.0,0.0,78.2,44.4,25.5,0.0,0.0,74.0,2.3,99.7,37.4,29.446186687597372,64.63079915915488
29,NH,2016.0,350.28571428571433,316.14285714285717,32.714285714285715,1.4285714285714286,0.0,0.0,0.0,99.85714285714286,50.85714285714285,36.0,0.0,0.0,306.7142857142857,1.2857142857142858,42.285714285714285,0.0,27.689470980996408,58.04370707070707
30,NJ,2016.0,344.5625,261.875,77.25,5.0625,0.375,0.0,0.0,137.8125,62.9375,39.625,0.125,26.25,202.375,0.25,114.9375,0.625,29.49482213625212,65.05646442819149
31,NM,2016.0,284.75,228.1875,55.125,1.125,0.25,0.0,0.0,119.5625,47.1875,30.5625,0.0,1.25,185.3125,0.0,67.0625,31.125,10.457420643868877,68.31734019307933
32,NV,2016.0,356.5555555555556,279.6666666666667,72.55555555555556,4.111111111111111,0.0,0.1111111111111111,0.1111111111111111,151.0,59.111111111111114,36.77777777777778,0.0,4.777777777777779,209.66666666666663,0.0,63.111111111111114,79.0,11.076255207191405,62.900183400166455
33,NY,2016.0,353.79310344827593,310.3448275862069,40.31034482758621,3.0689655172413794,0.06896551724137931,0.0,0.0,119.03448275862068,52.75862068965517,34.75862068965517,0.10344827586206896,11.275862068965518,255.3448275862069,3.1379310344827585,83.93103448275863,0.0,27.50702050763671,59.247189790196266
34,OH,2016.0,316.58536585365846,252.58536585365852,60.365853658536594,3.5121951219512195,0.12195121951219512,0.0,0.0,109.8780487804878,57.4390243902439,35.829268292682926,0.0975609756097561,8.560975609756097,162.5609756097561,28.121951219512194,110.02439024390243,7.219512195121951,27.79324347913968,63.889748922975606
35,OK,2016.0,321.04,279.2,41.28,0.52,0.04,0.0,0.0,93.8,50.2,36.24,0.0,16.96,217.36,3.0,56.92,26.8,23.734492163715373,74.49828649492585
36,OR,2016.0,343.45454545454544,305.40909090909093,37.68181818181818,0.3181818181818182,0.045454545454545456,0.0,0.0,90.8181818181818,49.81818181818182,24.63636363636364,0.0,2.772727272727273,65.54545454545455,0.0,274.72727272727275,0.4090909090909091,36.81156497283537,59.39235320927894
37,PA,2016.0,361.89473684210526,269.2894736842105,88.39473684210527,4.157894736842104,0.02631578947368421,0.02631578947368421,0.0,125.2894736842105,60.89473684210525,40.526315789473685,0.0,1.2894736842105263,232.0263157894737,12.026315789473687,115.47368421052632,1.0789473684210529,28.239982476178554,62.38226739854931
38,RI,2016.0,360.33333333333326,307.0,49.0,4.0,0.3333333333333333,0.0,0.0,146.0,54.33333333333334,37.0,0.0,15.333333333333336,213.0,0.0,132.0,0.0,29.91083521444695,61.90307937350677
39,SC,2016.0,295.4,253.8,39.9,1.15,0.55,0.0,0.0,115.8,51.5,37.3,0.0,0.6,192.1,0.75,85.0,16.95,34.95979858958931,75.58746017471736
40,SD,2016.0,339.6,312.8,26.2,0.6,0.0,0.0,0.0,90.1,47.0,30.9,0.0,5.0,185.8,0.0,105.8,43.0,20.92917288472844,60.367703005303476
41,TN,2016.0,247.41666666666663,200.33333333333331,44.125,2.458333333333333,0.4583333333333333,0.04166666666666666,0.0,116.125,55.29166666666666,36.16666666666666,0.08333333333333333,3.2916666666666665,156.95833333333334,13.166666666666664,72.08333333333333,1.8333333333333333,36.075950423837654,71.4529448637822
42,TX,2016.0,311.8085106382979,263.55319148936167,46.085106382978715,2.0638297872340425,0.10638297872340426,0.0,0.0,101.3191489361702,52.61702127659574,32.91489361702128,0.0,3.6170212765957452,202.10638297872345,6.638297872340425,99.12765957446808,0.3191489361702128,33.68070176604365,79.33456354810528
43,UT,2016.0,325.2142857142857,237.42857142857144,79.35714285714286,7.2142857142857135,1.0714285714285714,0.14285714285714285,0.0,124.85714285714286,63.42857142857143,39.5,0.0,12.714285714285715,251.57142857142856,0.0,60.0,0.9285714285714286,15.037395636006455,58.90073916689964
44,VA,2016.0,254.88235294117646,227.82352941176467,25.970588235294123,1.088235294117647,0.0,0.0,0.0,91.26470588235294,45.88235294117647,30.029411764705888,1.0,30.823529411764714,139.91176470588235,0.7352941176470589,71.52941176470588,10.882352941176471,36.04268632297142,68.0204474562243
45,VT,2016.0,301.5,279.75,21.5,0.25,0.0,0.0,0.0,83.0,42.75,29.0,0.0,3.0,217.0,0.0,81.5,0.0,29.610133940610677,55.64008550053438
46,WA,2016.0,348.7586206896552,317.44827586206895,30.344827586206893,0.7931034482758621,0.1724137931034483,0.0,0.0,88.17241379310344,44.24137931034483,24.103448275862068,0.03448275862068965,4.0344827586206895,53.3448275862069,0.0,287.44827586206895,3.896551724137931,36.478577421994295,56.972659919124084
47,WI,2016.0,286.25,246.28571428571428,35.82142857142857,3.8928571428571432,0.25,0.0,0.0,119.0,57.82142857142857,34.642857142857146,0.0,1.2857142857142858,188.42857142857144,13.428571428571427,82.82142857142857,0.2857142857142857,30.201384298619498,56.35488916679694
48,WV,2016.0,297.57142857142856,261.57142857142856,35.07142857142857,0.9285714285714286,0.0,0.0,0.0,98.28571428571428,51.78571428571429,34.357142857142854,2.4285714285714284,0.0,159.57142857142858,41.857142857142854,81.92857142857143,11.785714285714285,32.559613391609965,65.17746294775186
49,WY,2016.0,329.8888888888889,286.6111111111111,43.0,0.2222222222222222,0.05555555555555555,0.0,0.0,95.94444444444444,51.16666666666666,37.27777777777778,0.0,1.3888888888888888,266.6111111111111,1.4444444444444444,16.055555555555557,44.38888888888889,14.423940943415394,54.95650251732513
